Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Danchhi,1060.975,20.0,12000000,2,1.0,North East,1.0,Kathmandu
Imadol,1095.2,20.0,28500000,7,4.0,North East,2.5,Lalitpur
Harisiddhi,1095.2,20.0,23500000,5,3.0,South,2.5,Lalitpur
Tikathali,1369.0,20.0,21500000,6,4.0,West,2.5,Lalitpur
Imadol,1112.3125,20.0,19500000,5,3.0,East,2.5,Lalitpur
Lazimpat,1369.0,20.0,67500000,4,6.0,North,3.5,Kathmandu
Thulo Bharyang,4962.625,20.0,155000000,9,6.0,North,5.5,Kathmandu
Budhanilkantha,6502.75,20.0,55000000,5,6.0,South,3.0,Kathmandu
Imadol,1112.3125,20.0,21500000,5,3.0,East,2.5,Lalitpur
Dhapasi,2738.0,20.0,65000000,6,6.0,West,3.0,Kathmandu
Bhangal,1454.5625,20.0,21500000,6,5.0,North East,3.0,Kathmandu
Hattiban,3080.25,20.0,38000000,2,2.0,South West,1.0,Lalitpur
Dhapakhel,1026.75,20.0,27000000,5,4.0,North East,2.5,Lalitpur
Manabahadur Marga,1369.0,20.0,35000000,5,6.0,West,3.5,Kathmandu
Dhapasi,4791.5,20.0,66000000,5,5.0,South East,3.0,Kathmandu
Dhapasi,1711.25,20.0,33500000,4,4.0,North East,3.0,Kathmandu
Balkhu,1796.8125,20.0,23000000,3,2.0,East,3.0,Kathmandu
Bhaisepati,1475.953125,20.0,27500000,5,3.0,East,2.0,Lalitpur
Budhanilkantha,24984.25,20.0,400000000,6,6.0,East,3.0,Kathmandu
Bhaisepati,1095.2,20.0,27500000,4,5.0,South,2.5,Lalitpur
Kadaghari,1369.0,20.0,15500000,2,1.0,South West,1.5,Kathmandu
Vinayak Colony,1471.675,20.0,51000000,4,3.0,West,2.5,Lalitpur
Mulpani,2738.0,20.0,49800000,5,6.0,East,3.0,Kathmandu
Syuchatar,1403.225,20.0,85000000,7,4.0,South,3.5,Kathmandu
Golfutar,3422.5,20.0,56000000,6,6.0,East,3.0,Kathmandu
Pingalasthan,1711.25,20.0,45000000,7,7.0,South East,3.5,Kathmandu
Imadol,1048.140625,20.0,19200000,4,5.0,East,3.0,Lalitpur
Vinayak Colony,1471.675,20.0,51000000,4,2.0,West,2.5,Lalitpur
Pepsicola,752.95,20.0,24000000,4,4.0,East,3.0,Kathmandu
Chamati,877.015625,20.0,21500000,4,2.0,South East,3.0,Kathmandu
Dhapasi,4107.0,20.0,69000000,7,7.0,South East,3.0,Kathmandu
Dallu,1155.09375,20.0,29000000,8,4.0,West,3.0,Kathmandu
Sanepa,5818.25,20.0,150000000,10,10.0,South,4.5,Lalitpur
Budhanilkantha,1369.0,20.0,32000000,4,4.0,South,2.5,Kathmandu
Jhamsikhel,700.0,20.0,12000000,2,1.0,East,1.0,Lalitpur
Pasikot,1369.0,20.0,30000000,5,4.0,West,3.0,Kathmandu
Dhapasi,5476.0,20.0,70000000,3,4.0,North,2.0,Kathmandu
Naya Bazar,1026.75,20.0,40000000,3,4.0,East,3.0,Kathmandu
Jhamsikhel,1026.75,20.0,40000000,4,4.0,South,2.5,Lalitpur
Mid Baneshwor,4149.78125,20.0,120000000,4,5.0,South East,2.0,Kathmandu
Budhanilkantha,8898.5,20.0,130000000,6,7.0,North,2.0,Kathmandu
Dhapasi,2738.0,20.0,45000000,6,6.0,South West,3.0,Kathmandu
Minbhawan,5818.25,20.0,165000000,5,6.0,East,2.5,Kathmandu
Bhaisepati,1711.25,20.0,55000000,4,5.0,South West,2.5,Lalitpur
Balkot,1796.8125,20.0,29000000,3,3.0,North,2.0,Bhaktapur
Bhaisepati,1129.425,20.0,44000000,4,4.0,North,2.5,Lalitpur
Kamaladi,3529.453125,20.0,220000000,16,4.0,East,4.0,Kathmandu
Mulpani,3764.75,20.0,17500000,6,2.0,East,3.0,Kathmandu
Dhumbarahi,2053.5,20.0,65000000,5,4.0,South East,2.5,Kathmandu
Budhanilkantha,1347.609375,20.0,33000000,3,4.0,East,3.0,Kathmandu
Chandol,3379.71875,20.0,80000000,5,6.0,East,2.5,Kathmandu
Budhanilkantha,10952.0,20.0,105000000,5,6.0,West,3.0,Kathmandu
Basundhara,2395.75,20.0,41000000,7,6.0,East,3.0,Kathmandu
Dallu,1095.2,20.0,45000000,6,5.0,East,4.5,Kathmandu
Karyabinayak,1026.75,20.0,35000000,3,4.0,South,2.5,Lalitpur
Shantinagar,3251.375,20.0,70000000,4,3.0,East,3.0,Kathmandu
Jhamsikhel,1026.75,20.0,35000000,5,4.0,South,3.0,Lalitpur
Satdobato,3422.5,20.0,70000000,3,3.0,East,2.0,Lalitpur
Budhanilkantha,2738.0,20.0,45000000,5,7.0,South East,3.0,Kathmandu
Basundhara,2738.0,20.0,45000000,6,6.0,South West,3.0,Kathmandu
Samakhusi,4449.25,20.0,85000000,5,6.0,East,3.0,Kathmandu
Lamatar,1369.0,20.0,15500000,3,2.0,West,2.5,Lalitpur
Banasthali,1967.9375,20.0,39500000,5,6.0,North,3.0,Kathmandu
Samakhusi,5476.0,20.0,140000000,12,4.0,East,4.0,Kathmandu
Budhanilkantha,2738.0,20.0,70000000,6,5.0,West,2.5,Kathmandu
Sanobharyang,1711.25,20.0,45000000,4,5.0,North,2.5,Kathmandu
Koteshwor,3148.7,20.0,60000000,7,4.0,South East,3.5,Kathmandu
Golfutar,3080.25,20.0,55000000,4,4.0,South East,2.0,Kathmandu
Nakhipot,3058.859375,20.0,57500000,6,5.0,West,3.0,Lalitpur
Golfutar,2139.0625,20.0,43000000,4,4.0,South East,3.0,Kathmandu
Golfutar,2395.75,20.0,35000000,4,4.0,East,2.0,Kathmandu
Budhanilkantha,5818.25,20.0,60000000,5,5.0,East,2.0,Kathmandu
Samakhusi,2395.75,20.0,55000000,7,7.0,North,3.0,Kathmandu
Budhanilkantha,3165.8125,20.0,50000000,5,4.0,East,2.0,Kathmandu
Budhanilkantha,2738.0,20.0,65000000,5,4.0,East,2.0,Kathmandu
Imadol,1026.75,20.0,19500000,5,3.0,North East,3.0,Lalitpur
Golfutar,1095.2,20.0,31500000,5,5.0,North East,2.5,Kathmandu
Guheshwori Planning,1283.4375,20.0,28000000,8,4.0,West,2.5,Kathmandu
Hattisar,1711.25,20.0,50000000,3,3.0,South,3.0,Kathmandu
Imadol,1197.875,20.0,19500000,4,3.0,North East,2.5,Lalitpur
Bhaktapur,2395.75,20.0,32500000,4,4.0,South,2.0,Bhaktapur
Thaiba,1026.75,20.0,20000000,3,2.0,South,3.0,Lalitpur
Budhanilkantha,7187.25,20.0,135000000,6,6.0,East,2.0,Kathmandu
Budhanilkantha,2823.5625,20.0,40000000,5,5.0,East,3.0,Kathmandu
Sukedhara,2053.5,20.0,42000000,8,7.0,South East,4.0,Kathmandu
Budhanilkantha,2738.0,20.0,52500000,5,5.0,South East,3.0,Kathmandu
Sanepa,1095.2,20.0,30000000,4,3.0,East,2.5,Lalitpur
Mandikatar,1369.0,20.0,32500000,8,7.0,South East,4.0,Kathmandu
Dhapakhel,1026.75,20.0,19800000,4,3.0,South,2.5,Lalitpur
Bhimsengola,3080.25,20.0,102000000,5,4.0,West,2.5,Kathmandu
Sano Gaun,1369.0,20.0,21500000,5,2.0,East,2.0,Lalitpur
Nakkhu,1197.875,20.0,26500000,4,4.0,South East,2.5,Lalitpur
Chamati,1197.875,20.0,34000000,6,3.0,East,2.5,Kathmandu
Goldhunga,1369.0,20.0,32000000,4,4.0,North,2.5,Kathmandu
Balkhu,2738.0,20.0,72000000,7,5.0,West,2.5,Kathmandu
Thaiba,1779.7,20.0,50000000,4,3.0,South West,2.5,Lalitpur
Kapan,1540.125,20.0,42000000,6,4.0,South West,3.5,Kathmandu
Chandragiri,1711.25,20.0,26700000,6,1.0,West,2.5,Kathmandu
Chyasindol,2464.2,20.0,36000000,5,5.0,East,2.5,Kathmandu
Ason,941.18,20.0,80000000,1,4.0,South west,5.0,Kathmandu
Ranibari,2738.0,20.0,44000000,3,1.0,East,1.0,Kathmandu
Maijubahal,1711.25,20.0,47500000,7,6.0,West,3.5,Kathmandu
Dholahiti Height,1796.8125,20.0,29900000,6,3.0,East,2.5,Lalitpur
Imadol,1197.875,20.0,25000000,5,3.0,West,2.5,Lalitpur
Bhaisepati,1219.265625,20.0,24500000,4,5.0,South,2.5,Lalitpur
Duwakot,2053.5,20.0,15500000,4,2.0,East,1.5,Bhaktapur
Thapagaun,1347.609375,20.0,36000000,7,4.0,North,3.0,Kathmandu
Gahate,1026.75,20.0,10500000,1,1.0,North east,1.0,Lalitpur
Bhaisepati,1369.0,20.0,32500000,4,5.0,West,3.0,Lalitpur
Nakkhu,1369.0,20.0,29000000,4,5.0,East,2.5,Lalitpur
Ganga Hall Marg,3080.25,20.0,47500000,11,10.0,North East,5.5,Kathmandu
Katunje,1026.75,20.0,20500000,4,3.0,South East,3.0,Bhaktapur
Budhanilkantha,2053.5,20.0,47500000,5,5.0,East,2.5,Kathmandu
Thaiba,1069.53125,20.0,17000000,4,3.0,North,3.0,Lalitpur
Ramkot,1326.21875,20.0,19000000,4,3.0,East,3.0,Kathmandu
Jhamsikhel,683.0,20.0,12500000,2,1.0,East,1.0,Lalitpur
Budhanilkantha,1796.8125,20.0,50000000,4,4.0,West,3.0,Kathmandu
Bode,7529.5,20.0,140000000,5,7.0,East,3.0,Bhaktapur
Budhanilkantha,2481.3125,20.0,58000000,5,5.0,East,3.0,Kathmandu
Srijananagar,1095.2,20.0,22500000,7,3.0,North West,3.0,Bhaktapur
Hepali Height,5497.39,20.0,60000000,5,2.5,East,1.0,Kathmandu
Sanepa,1711.25,20.0,28000000,4,2.5,East,1.0,Lalitpur
Dhapasi,1369.0,20.0,41000000,5,4.0,South East,3.0,Kathmandu
Hattiban,2738.0,20.0,90000000,4,5.0,South,2.0,Lalitpur
Hepali Height,1437.45,20.0,45000000,3,3.0,South West,3.0,Kathmandu
Balkhu,787.175,20.0,24900000,3,3.0,North,2.5,Lalitpur
Pasikot,1369.0,20.0,24000000,5,2.0,South East,2.5,Kathmandu
Lazimpat,1582.0,20.0,17500000,3,3.0,South,3.0,Kathmandu
Balaju,2139.06,20.0,59000000,16,18.0,South East,6.5,Kathmandu
Koteshwor,2139.0625,20.0,46500000,7,4.0,North,4.0,Kathmandu
Siddhartha Colony,7187.25,20.0,135000000,6,6.0,East,2.5,Kathmandu
Putalisadak,1369.0,20.0,50000000,15,6.0,West,3.5,Kathmandu
Shankhamul,2566.87,20.0,68000000,7,3.0,North East,3.5,Kathmandu
Bhaisepati,1711.25,20.0,40000000,5,4.0,West,2.5,Lalitpur
Kritipur,2566.87,20.0,57000000,5,4.0,East,2.0,Kathmandu
Sitapaila,3490.95,20.0,67400000,4,3.0,North West,2.0,Kathmandu
Baghdol,1262.046875,20.0,19500000,4,4.0,West,2.0,Lalitpur
Pepsicola,1336.0,20.0,11000000,3,2.0,North West,6.0,Kathmandu
Budhanilkantha,2652.4375,20.0,59000000,4,6.0,South East,3.0,Kathmandu
Budhanilkantha,6074.9375,20.0,110000000,4,6.0,South East,2.5,Kathmandu
Hattiban,1095.2,20.0,32500000,3,3.0,West,2.5,Lalitpur
Golfutar,1369.0,20.0,36500000,5,3.0,East,2.5,Kathmandu
Bagdol,1813.925,20.0,54000000,7,4.0,South East,2.5,Lalitpur
Golfutar,5476.0,20.0,269999999,6,4.0,South,2.5,Kathmandu
Imadol,2395.75,20.0,36000000,5,2.0,North East,2.5,Lalitpur
Boudha,1754.03125,20.0,35000000,5,4.0,West,2.5,Kathmandu
Kusunti,1471.675,20.0,31000000,4,4.0,South East,2.5,Lalitpur
Chabahil,1437.45,20.0,32000000,8,6.0,West,3.0,Kathmandu
Budhanilkantha,3080.25,20.0,55000000,4,4.0,South East,3.0,Kathmandu
Budhanilkantha,1369.0,20.0,24000000,1,1.0,East,1.0,Kathmandu
Budhanilkantha,1882.375,20.0,31000000,5,6.0,North,2.5,Kathmandu
Kalikasthan,3508.0625,20.0,100000000,5,2.0,West,3.0,Kathmandu
Budhanilkantha,2139.0625,20.0,36500000,5,4.0,East,2.0,Kathmandu
Dallu,1026.75,20.0,24000000,15,5.0,North,4.0,Kathmandu
Siddhartha Colony,6160.5,20.0,150000000,6,5.0,South East,2.5,Kathmandu
Bhaisepati,1711.25,20.0,51000000,5,4.0,West,2.5,Lalitpur
Dillibazar,1283.4375,20.0,56000000,20,6.0,East,6.0,Kathmandu
Basundhara,4107.0,20.0,62500000,8,4.0,North,3.0,Kathmandu
Bhimsengola,3422.5,20.0,75000000,6,6.0,North East,2.5,Kathmandu
Pasikot,1471.675,20.0,30000000,5,4.0,South,2.5,Kathmandu
Baneshwor,2806.45,20.0,7000000,6,3.0,North,2.5,Kathmandu
Sipadol,1026.75,20.0,19000000,7,4.0,West,3.5,Bhaktapur
Lubhu,1197.875,20.0,17000000,5,3.0,South,2.5,Lalitpur
Thaiba,1026.75,20.0,19000000,3,2.0,South,2.5,Lalitpur
Imadol,1197.875,20.0,22000000,5,3.0,East,2.5,Lalitpur
Maharajgunj,3080.25,20.0,67500000,5,5.0,South East,3.0,Kathmandu
Golfutar,6673.875,20.0,110000000,6,3.0,East,2.0,Kathmandu
Baluwatar,4406.46875,20.0,100000000,10,8.0,North,3.5,Kathmandu
Baniyatar,1369.0,20.0,29000000,6,5.0,East,3.0,Kathmandu
Bhaisepati,6160.5,20.0,210000000,6,5.0,East,2.5,Lalitpur
Dadhikot,1369.0,20.0,25000000,12,4.0,South East,3.5,Bhaktapur
Bhatkepati,2053.5,20.0,25000000,4,4.0,South East,2.5,Kathmandu
Sunakothi,2053.5,20.0,42500000,3,3.0,South East,2.5,Lalitpur
Thado Dhunga,3080.25,20.0,77500000,5,4.0,South West,2.5,Lalitpur
Budhanilkantha,7187.25,20.0,135000000,6,5.0,East,2.5,Kathmandu
Machhapokhari,1471.675,20.0,32500000,9,4.0,East,3.5,Kathmandu
Budhanilkantha,2395.75,20.0,45000000,5,5.0,East,2.5,Kathmandu
Mulpani,1369.0,20.0,21000000,4,3.0,East,2.0,Kathmandu
Balkumari,1394.0,20.0,17500000,3,2.0,South East,12.0,Lalitpur
Phulbari Colony,3422.5,20.0,92000000,6,5.0,South East,2.5,Kathmandu
Italitar,2772.225,20.0,77500000,5,5.0,East,3.0,Kathmandu
Nakhipot,1437.45,20.0,32000000,5,4.0,West,2.5,Lalitpur
Baneshwor,2464.2,20.0,63500000,8,4.0,North east,2.5,Kathmandu
Baniyatar,1540.125,20.0,35000000,8,5.0,East,3.0,Kathmandu
Bansbari,2738.0,20.0,45000000,6,4.0,East,2.0,Kathmandu
Basundhara,8214.0,20.0,140000000,8,3.0,North,3.0,Kathmandu
Sunakothi,1403.225,20.0,35000000,5,4.0,East,2.5,Lalitpur
Sitapaila,1437.45,20.0,36500000,4,3.0,North East,2.5,Kathmandu
Bhaisepati,1369.0,20.0,29500000,4,4.0,East,2.5,Lalitpur
Bhaisepati,1411.78,20.0,35000000,5,4.0,South east,3.0,Lalitpur
Golfutar,1369.0,20.0,37000000,5,6.0,South,3.0,Kathmandu
Bhaisepati,2121.95,20.0,69500000,6,3.0,South east,2.5,Lalitpur
Bhangal,1026.75,20.0,21000000,6,3.0,East,2.5,Kathmandu
Sitapaila,1095.2,20.0,27000000,4,4.0,South,2.5,Kathmandu
Tilganga,752.95,20.0,61500000,21,21.0,South East,4.5,Kathmandu
Baneshwor,1369.0,20.0,28500000,11,5.0,South,3.5,Kathmandu
Bansbari,2464.2,20.0,52000000,6,3.0,West,2.5,Kathmandu
Jharuwarasi,1471.675,20.0,13000000,3,2.0,North West,2.5,Lalitpur
Baluwatar,3508.0625,20.0,130000000,6,4.0,West,3.0,Kathmandu
Panchetaar,1625.6875,20.0,32000000,5,4.0,East,2.5,Kathmandu
Lazimpat,2738.0,20.0,60000000,11,3.0,East,2.0,Kathmandu
Pasikot,1779.7,20.0,30000000,4,5.0,North East,2.5,Kathmandu
Khumaltar,1437.45,20.0,42500000,6,4.0,East,2.5,Lalitpur
Lubhu,1262.046875,20.0,23500000,6,6.0,South,2.0,Lalitpur
Imadol,1200.0,20.0,25000000,5,3.0,East,3.0,Lalitpur
Dhungeadda,4107.0,20.0,43000000,3,2.0,West,2.0,Kathmandu
Harisiddhi,1411.78125,20.0,27000000,3,3.0,North,2.5,Lalitpur
Imadol,1060.975,20.0,26500000,4,3.0,South,2.5,Lalitpur
Ganesh Chowk,2053.5,20.0,58000000,8,3.0,North,3.5,Kathmandu
Pepsicola,2121.95,20.0,55500000,6,6.0,South,3.5,Kathmandu
Bhaisepati,1711.25,20.0,42500000,7,3.0,South,3.0,Lalitpur
Imadol,1197.875,20.0,26500000,4,3.0,South,3.0,Lalitpur
Hattigauda,1540.125,20.0,50000000,4,5.0,West,2.5,Kathmandu
Budhanilkantha,2823.5625,20.0,77500000,5,5.0,East,3.0,Kathmandu
Thaiba,2053.5,20.0,50000000,3,3.0,South,2.5,Lalitpur
Tinkune,4107.0,20.0,120000000,8,5.0,South,3.5,Kathmandu
Harisiddhi,1369.0,20.0,22000000,5,5.0,City,2.5,Lalitpur
Bohoratar,770.0625,20.0,7875000,3,1.0,South West,1.0,Kathmandu
Tribhuwan Park,2053.5,20.0,32000000,5,4.0,East,2.5,Kathmandu
Hattiban,1200.0,20.0,50000000,4,3.0,North,2.5,Lalitpur
Budhanilkantha,1540.125,20.0,45000000,3,4.0,South West,3.0,Kathmandu
Imadol,1112.3125,20.0,22500000,4,3.0,South,8.0,Lalitpur
Sano Gaun,1454.5625,20.0,22000000,3,4.0,South,3.0,Lalitpur
Tokha,1500.0,20.0,26000000,5,4.0,East,2.5,Kathmandu
Khusibu,1437.45,20.0,41000000,7,7.0,East,3.5,Kathmandu
Syuchatar,3764.75,20.0,45000000,7,4.0,East,3.0,Kathmandu
Kusunti,1433.17,20.0,310000000,4,4.0,South,2.5,Lalitpur
Putalisadak,1155.09,20.0,120000000,10,6.0,west,5.0,Kathmandu
Harisiddhi,1026.75,20.0,27000000,4,4.0,West,2.5,Lalitpur
Tyanglafat,2464.2,20.0,57000000,4,3.0,East,2.5,Kathmandu
Pasikot,1882.375,20.0,32000000,4,5.0,North,2.5,Kathmandu
Bafal,2738.0,20.0,90000000,6,4.0,South,3.0,Kathmandu
Lubhu,1750.0,20.0,29000000,5,4.0,South,1.0,Lalitpur
Bhaisepati,1711.25,20.0,36000000,7,7.0,South West,2.5,Lalitpur
Maharajgunj,4791.5,20.0,120000000,5,5.0,East,3.5,Kathmandu
Dhapasi,1437.45,20.0,25000000,11,5.0,South,2.5,Kathmandu
Rudreshwor,3080.25,20.0,55000000,4,5.0,South east,2.5,Kathmandu
Imadol,1060.975,20.0,27500000,5,3.0,East,2.5,Lalitpur
Imadol,1026.75,20.0,27500000,5,3.0,West,3.5,Lalitpur
Ramkot,1369.0,20.0,15500000,4,2.0,North,2.0,Kathmandu
Rudreshwor,2738.0,20.0,45000000,5,5.0,East,3.0,Kathmandu
"Rudranagar Marg, Battisputali",1540.125,20.0,33000000,6,1.0,West,3.5,Kathmandu
Chandol,3251.375,20.0,112500000,4,4.0,East,3.0,Kathmandu
Khumaltar,2053.5,20.0,65000000,5,4.0,East,4.0,Lalitpur
Sitapaila,1129.425,20.0,26500000,6,4.0,West,2.5,Kathmandu
Raj Kulo Shital Height,1048.140625,20.0,27500000,4,4.0,South,2.5,Lalitpur
Patitar,3101.640625,20.0,67500000,11,4.0,North East,4.0,Kathmandu
Dhapasi,2053.5,20.0,51000000,4,2.0,East,2.5,Kathmandu
Budhanilkantha,2738.0,20.0,45000000,4,4.0,South,3.0,Kathmandu
Koteshwor,5818.25,20.0,160000000,6,4.0,East,2.5,Kathmandu
Ramkot,1711.25,20.0,17500000,4,2.0,North,2.0,Kathmandu
Budhanilkantha,2053.5,20.0,62500000,4,5.0,East,2.5,Kathmandu
Budhanilkantha,2738.0,20.0,68000000,5,6.0,South West,3.0,Kathmandu
Bhaisepati,1197.875,20.0,35000000,4,4.0,East,3.0,Lalitpur
Basundhara,4107.0,20.0,92000000,7,6.0,South West,3.5,Kathmandu
Bhaisepati,1437.45,20.0,45000000,4,5.0,South East,2.5,Lalitpur
Sitapaila,2203.234375,20.0,53600000,3,4.0,North,3.5,Kathmandu
Nakhipot,1095.2,20.0,25500000,9,7.0,East,2.5,Lalitpur
Bhaisepati,1197.875,20.0,37500000,4,4.0,North East,4.0,Lalitpur
Harisiddhi,1155.09375,20.0,24000000,3,5.0,North West,2.5,Lalitpur
Sunakothi,2053.5,20.0,36000000,3,3.0,West,2.5,Lalitpur
Sanobharyang,1903.76,20.0,42500000,6,7.0,South West,3.5,Kathmandu
Pepsicola,1133.7,20.0,22000000,6,4.0,West,2.5,Kathmandu
Mulpani,1540.12,20.0,45000000,4,5.0,South East,2.5,Kathmandu
Mandikhatar,877.01,20.0,17500000,4,2.0,West,2.5,Kathmandu
Lagankhel,1197.87,20.0,8000000,3,3.0,North,3.0,Lalitpur
Kunwar colony,4791.5,20.0,75000000,5,5.0,East,2.5,Kathmandu
Khumaltar,3080.25,20.0,50000000,3,3.0,South,2.5,Lalitpur
Khadka tole,1026.75,20.0,14200000,5,2.0,North East,2.5,Kathmandu
Kapan,3080.25,20.0,52500000,5,5.0,South East,2.5,Kathmandu
Imadol,1283.43,20.0,23500000,4,4.0,South,2.5,Lalitpur
Hattiban,1711.25,20.0,21500000,4,4.0,South East,2.5,Lalitpur
Gwarko,1197.87,20.0,26000000,7,4.0,East,2.5,Lalitpur
Green hill city,1069.53,20.0,21000000,4,3.0,West,2.5,Kathmandu
Dhumbarahi,1369.0,20.0,39000000,5,7.0,South,4.5,Kathmandu
Dallu,1026.75,20.0,39200000,17,5.0,North West,4.0,Kathmandu
Chabahil,684.5,20.0,13500000,6,3.0,North,3.0,Kathmandu
Budhanilkantha,1711.25,20.0,40500000,5,4.0,East,2.5,Kathmandu
Hattiban,700.0,20.0,25000000,6,3.0,North east,3.0,Lalitpur
Sanepa,12663.25,20.0,266400000,4,4.0,South West,2.0,Lalitpur
Pepsicola,1112.3125,20.0,22200000,10,3.0,East,4.0,Kathmandu
Taulung,2395.75,20.0,34500000,4,4.0,East,2.5,Kathmandu
Tahachal,1403.225,20.0,56500000,4,5.0,North,2.5,Kathmandu
Nakhipot,1095.2,20.0,33000000,6,4.0,South,2.5,Lalitpur
Imadol,1112.3125,20.0,21000000,5,4.0,West,8.0,Lalitpur
Godawari,20535.0,20.0,180000000,4,4.0,North East,3.0,Lalitpur
New Baneshwor,376.475,20.0,16800000,3,3.0,East,3.5,Kathmandu
Tokha,1411.78125,20.0,41000000,5,4.0,South East,3.0,Kathmandu
Hepali,1026.75,20.0,26000000,4,5.0,North,2.5,Kathmandu
Taulung,2224.625,20.0,58000000,5,5.0,South east,2.5,Kathmandu
Kausaltar,1369.0,20.0,32500000,6,4.0,South,3.0,Bhaktapur
Budhanilkantha,1711.25,20.0,37500000,8,2.0,West,2.0,Kathmandu
Gothatar,2053.5,20.0,40000000,4,3.0,South West,2.5,Kathmandu
Budhanilkantha,770.0625,20.0,135000000,6,6.0,East,3.0,Kathmandu
Tokha,7786.1875,20.0,35000000,4,4.0,East,3.0,Kathmandu
Imadol,1095.2,20.0,27000000,5,4.0,West,2.5,Lalitpur
Lele,21904.0,20.0,73000000,4,3.0,South East,2.5,Lalitpur
Thaiba,1369.0,20.0,28500000,4,5.0,South,3.0,Lalitpur
Balkhu,2738.0,20.0,72500000,6,5.0,South,3.0,Kathmandu
Dhaksi,4107.0,20.0,36000000,7,7.0,East,2.5,Kathmandu
Naikap,2738.0,20.0,44000000,3,3.0,East,3.0,Kathmandu
Sukedhara Chowk,1369.0,20.0,45000000,6,4.0,North,2.5,Kathmandu
Hattiban,1026.75,20.0,16000000,1,1.0,East,3.0,Lalitpur
Imadol,941.1875,20.0,12500000,2,1.0,east,1.0,Lalitpur
Mulpani,1754.03125,20.0,28000000,5,4.0,North,2.5,Kathmandu
Tikathali,1112.3125,20.0,23500000,7,3.0,West,2.5,Lalitpur
Nayabasti,1283.43,20.0,32000000,5,4.0,West,2.5,Lalitpur
Sipadol,1540.125,20.0,37500000,7,4.0,North,3.0,Bhaktapur
Nayabasti,1433.17,20.0,38500000,6,5.0,East,2.5,Kathmandu
Siddhartha Colony,2459.92,20.0,59000000,4,5.0,South east,2.5,Kathmandu
Siddhartha colony,2395.75,20.0,57500000,4,5.0,South,2.5,Kathmandu
Shital Height,1369.0,20.0,29000000,4,4.0,East,2.5,Lalitpur
Shankhamul,855.625,20.0,27000000,3,1.0,West,4.5,Kathmandu
Raniban,10609.75,20.0,120000000,4,5.0,West,2.5,Kathmandu
Seti opi marga,1540.125,20.0,45000000,8,5.0,East,4.0,Kathmandu
Kageshwori Manohara,1197.875,20.0,24000000,6,3.0,East,2.5,Kathmandu
Nakhipot,1197.875,20.0,27000000,5,4.0,South West,2.5,Lalitpur
Satungal,1369.0,20.0,29000000,8,5.0,North East,3.5,Kathmandu
Sitapaila,1369.0,20.0,25000000,6,3.0,North,3.5,Kathmandu
Pasikot,6845.0,20.0,100000000,4,4.0,North West,2.5,Kathmandu
Baluwatar,2224.625,20.0,65000000,5,5.0,West,3.0,Kathmandu
Sano Thimi,1197.875,20.0,24500000,5,3.0,North,2.5,Bhaktapur
sanepa sanchal,3080.25,20.0,75000000,5,2.0,South,2.0,Lalitpur
San-Bharyang,1732.64,20.0,29000000,7,4.0,West,2.5,Kathmandu
Dhumbarahi,2053.5,20.0,65000000,5,4.0,East,3.0,Kathmandu
New Buspark,2395.75,20.0,85000000,34,34.0,North,4.5,Kathmandu
Bhangal,1711.25,20.0,40000000,5,4.0,East,2.5,Kathmandu
Sanagau,1026.75,20.0,21500000,4,3.0,North east,2.5,Lalitpur
New Baneshwor,376.475,20.0,16800000,3,3.0,East,4.0,Kathmandu
Dholahiti,1369.0,20.0,27500000,4,4.0,West,2.5,Lalitpur
Samakhusi,5476.0,20.0,160000000,5,3.0,West,5.0,Kathmandu
Kapan,2087.725,20.0,37000000,7,4.0,East,3.5,Kathmandu
Golfutar,1369.0,20.0,37000000,5,5.0,South,3.0,Kathmandu
Kapan,2053.5,20.0,40000000,5,5.0,City,2.0,Kathmandu
Grande Villa,1625.6875,20.0,39500000,4,3.0,North,1.0,Kathmandu
Bhaisepati,1095.2,20.0,29500000,6,5.0,South East,2.5,Lalitpur
Budhanilkantha,2823.5625,20.0,58000000,9,4.0,East,3.0,Kathmandu
Bhangal,1796.8125,20.0,28500000,6,6.0,East,3.0,Kathmandu
Imadol,1095.2,20.0,45000000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,6160.5,20.0,96000000,5,7.0,South East,3.0,Kathmandu
Budhanilkantha,6845.0,20.0,100000000,6,6.0,North West,3.0,Kathmandu
Kalanki,4192.5625,20.0,160000000,20,5.0,East,5.0,Kathmandu
Taulung,2738.0,20.0,67500000,6,6.0,South,2.5,Kathmandu
Sitapaila,2395.75,20.0,29500000,4,3.0,South East,3.0,Kathmandu
Boudha,1112.3125,20.0,22000000,10,3.0,South,3.0,Kathmandu
Dadikot,1369.0,20.0,22500000,12,4.0,South East,4.0,Bhaktapur
Dhapasi,5818.25,20.0,70000000,5,3.0,East,2.0,Kathmandu
Budhanilkantha,7187.25,20.0,80000000,5,3.0,East,2.0,Kathmandu
Budhanilkantha,5476.0,20.0,90000000,6,3.0,West,2.0,Kathmandu
Balkumari,3508.0625,20.0,47000000,4,4.0,South,2.0,Lalitpur
Nakhipot,2244.0,20.0,29000000,4,4.0,South,2.5,Lalitpur
Thulo Bharyang,4192.5625,20.0,70000000,3,4.0,North West,2.0,Kathmandu
Kirtipur,2053.5,20.0,18000000,4,4.0,South East,2.0,Kathmandu
